Modell;Modelltyp;CV_Folds;fit_time_total_seconds;wall_time_seconds;val_macro_f1_mean;val_macro_f1_std;train_macro_f1_mean;train_macro_f1_std;generalization_gap_macro_f1;val_weighted_f1_mean;val_weighted_f1_std;train_weighted_f1_mean;train_weighted_f1_std;generalization_gap_weighted_f1;val_balanced_accuracy_mean;val_balanced_accuracy_std;train_balanced_accuracy_mean;train_balanced_accuracy_std;generalization_gap_balanced_accuracy;val_accuracy_mean;val_accuracy_std;train_accuracy_mean;train_accuracy_std;generalization_gap_accuracy
Hard Voting tuned balanced mix;Ensemble;4;836.88;956.56;0.8581011322271621;0.004990150237641073;0.9839903179045479;0.0014443457150199266;0.12588918567738583;0.9406052742923552;0.0013933745200611779;0.9901470017002162;0.0005019644192718212;0.049541727407861;0.8574448019957559;0.009492545146013534;0.9915738637047876;0.0006798353522674725;0.13412906170903172;0.9405923344947735;0.0015212760624192447;0.9900987224157956;0.000510406383021111;0.04950638792102202
Hard Voting tuned rare-class focus;Ensemble;4;952.34;1049.26;0.8579354669158337;0.0046495053001356056;0.983905990336044;0.001455548526163727;0.1259705234202103;0.9405148304272198;0.00151005397179785;0.9900537451980259;0.00048093101188435573;0.049538914770806075;0.8574997404210263;0.009121392708715856;0.9915483073924023;0.0006804851008147816;0.13404856697137602;0.940483449477352;0.001627749071504707;0.9900043554006969;0.000489484949694634;0.049520905923344904
